call_id,customer_id,vehicle_id,agent_id,branch,call_date,call_type,issue_category,priority,call_duration_mins,call_notes
6328,2081,2805,41,Porur,2024-06-27,Follow Up,Escalation Follow Up,Medium,13,Customer requested update regarding escalation follow up.
6329,2082,2806,68,RS Puram,2026-03-01,Service Inquiry,General Checkup,Medium,6,Customer contacted branch regarding general checkup.
6330,2082,2806,67,RS Puram,2024-12-22,Service Inquiry,Battery Check,Low,15,Customer contacted branch regarding battery check.
6331,2083,2807,274,Woraiyur,2026-04-10,Service Inquiry,Chain Adjustment,Low,17,Customer contacted branch regarding chain adjustment.
6332,2083,2807,278,Woraiyur,2024-12-04,Complaint,Battery Issue,Medium,2,Battery not retaining charge properly.
6333,2083,2807,275,Woraiyur,2024-12-19,Service Inquiry,Chain Adjustment,Low,11,Customer contacted branch regarding chain adjustment.
6334,2084,2810,114,Singanallur,2025-06-02,Complaint,Clutch Issue,Low,19,Customer reports clutch operation issue.
6335,2084,2809,109,Singanallur,2025-08-25,Complaint,Tyre Wear,Low,8,Customer concerned about tyre condition.
6336,2085,2811,241,Srirangam,2025-08-12,General Query,Spare Parts Availability,Low,18,Customer requested information regarding spare parts availability.
6337,2085,2811,238,Srirangam,2025-11-07,Complaint,Wheel Alignment Issue,Low,22,Customer reports alignment concern.
6338,2085,2811,245,Srirangam,2025-12-10,Complaint,Engine Vibration,Low,6,Excessive engine vibration observed.
6339,2085,2811,241,Srirangam,2024-09-24,Complaint,Headlight Failure,Low,2,Headlamp requires inspection.
6340,2085,2811,237,Srirangam,2025-02-10,Service Inquiry,Brake Inspection,Medium,2,Customer contacted branch regarding brake inspection.
6341,2086,2812,25,Tambaram,2025-11-20,Service Inquiry,Battery Check,Medium,15,Customer contacted branch regarding battery check.
6342,2086,2812,29,Tambaram,2026-04-03,Complaint,Tyre Wear,Low,19,Tyre replacement may be required.
6343,2086,2812,27,Tambaram,2025-11-07,Complaint,Battery Issue,Medium,3,Customer reports reduced battery performance.
6344,2087,2813,152,Mattuthavani,2025-08-14,Complaint,Low Mileage,Low,4,Fuel consumption concern raised.
6345,2087,2813,151,Mattuthavani,2025-08-06,Complaint,Tyre Wear,Low,13,Uneven tyre wear observed.
6346,2088,2814,284,KK Nagar Trichy,2026-03-26,Complaint,Battery Drain,Low,24,Battery losing charge within short periods.
6347,2088,2814,290,KK Nagar Trichy,2025-05-16,Complaint,Self Start Problem,Low,6,Self start mechanism not responding consistently.
6348,2088,2814,281,KK Nagar Trichy,2024-10-23,Complaint,Clutch Issue,Low,3,Clutch response not smooth.
6349,2089,2815,219,Suramangalam,2025-06-13,Complaint,Battery Drain,Low,6,Customer reports frequent battery discharge.
6350,2089,2815,222,Suramangalam,2025-06-27,Complaint,Vehicle Not Starting,Low,14,Customer unable to start vehicle.
6351,2089,2815,217,Suramangalam,2024-07-06,Complaint,Engine Overheating,High,19,Customer reports engine overheating during long rides.
6352,2089,2815,225,Suramangalam,2024-11-07,Complaint,Battery Issue,Medium,23,Battery discharge observed frequently.
6353,2089,2816,226,Suramangalam,2026-05-11,Service Inquiry,Brake Inspection,Medium,17,Customer contacted branch regarding brake inspection.
6354,2090,2817,183,Fairlands,2024-09-18,Service Inquiry,Battery Check,Low,16,Customer contacted branch regarding battery check.
6355,2091,2818,218,Suramangalam,2025-07-05,Complaint,Engine Overheating,High,8,Engine temperature rises significantly in traffic conditions.
6356,2092,2820,133,Anna Nagar Madurai,2025-07-22,Complaint,Tyre Wear,Low,15,Tyre replacement may be required.
6357,2092,2820,141,Anna Nagar Madurai,2024-10-25,Complaint,Tyre Wear,Low,5,Uneven tyre wear observed.
6358,2092,2820,141,Anna Nagar Madurai,2026-02-27,General Query,Spare Parts Availability,Low,13,Customer requested information regarding spare parts availability.
6359,2092,2820,142,Anna Nagar Madurai,2024-11-29,Service Inquiry,Brake Inspection,Medium,10,Customer contacted branch regarding brake inspection.
6360,2093,2822,74,RS Puram,2025-03-30,Service Inquiry,Oil Change,Medium,24,Customer contacted branch regarding oil change.
6361,2093,2822,72,RS Puram,2026-03-18,Service Inquiry,Periodic Service,Medium,20,Customer contacted branch regarding periodic service.
6362,2093,2822,74,RS Puram,2025-05-12,Complaint,Engine Overheating,High,18,Customer reports engine overheating during long rides.
6363,2093,2822,74,RS Puram,2025-05-25,Service Inquiry,Oil Change,Low,10,Customer contacted branch regarding oil change.
6364,2093,2822,73,RS Puram,2025-09-01,General Query,Warranty Information,Low,24,Customer requested information regarding warranty information.
6365,2094,2823,59,Gandhipuram,2026-05-23,General Query,AMC Plan Details,Low,13,Customer requested information regarding amc plan details.
6366,2094,2823,59,Gandhipuram,2026-04-05,Complaint,Oil Leakage,Medium,3,Oil leakage observed beneath vehicle.
6367,2094,2823,55,Gandhipuram,2024-12-13,Follow Up,Escalation Follow Up,Medium,24,Customer requested update regarding escalation follow up.
6368,2095,2824,118,KK Nagar,2025-09-04,Complaint,Self Start Problem,Low,24,Self start mechanism not responding consistently.
6369,2096,2825,3,Anna Nagar,2025-04-10,Complaint,Exhaust Heating,Low,21,Customer concerned about heat from exhaust assembly.
6370,2096,2825,7,Anna Nagar,2025-12-23,Complaint,Brake Failure,High,22,Customer reports brake performance concerns.
6371,2097,2827,97,Saibaba Colony,2025-12-11,Complaint,Engine Vibration,Low,2,Engine vibration requires inspection.
6372,2097,2827,87,Saibaba Colony,2025-10-20,Service Inquiry,Battery Check,Low,24,Customer contacted branch regarding battery check.
6373,2098,2828,144,Mattuthavani,2025-12-15,Service Inquiry,Battery Check,Medium,9,Customer contacted branch regarding battery check.
6374,2099,2829,56,Gandhipuram,2026-02-10,Complaint,Exhaust Heating,Low,14,Customer reports excessive heat near exhaust area.
6375,2099,2830,58,Gandhipuram,2025-05-21,Complaint,Engine Overheating,High,9,Vehicle becoming excessively hot after continuous usage.
6376,2099,2830,57,Gandhipuram,2025-09-22,Complaint,Battery Drain,Low,13,Customer reports frequent battery discharge.
6377,2099,2830,61,Gandhipuram,2025-09-02,Complaint,Tyre Wear,Low,17,Customer concerned about tyre condition.
6378,2100,2832,128,KK Nagar,2025-12-04,Service Inquiry,Oil Change,Medium,11,Customer contacted branch regarding oil change.
6379,2100,2832,128,KK Nagar,2026-04-18,General Query,Roadside Assistance,Low,21,Customer requested information regarding roadside assistance.
6380,2100,2831,119,KK Nagar,2025-11-16,Service Inquiry,Periodic Service,Low,23,Customer contacted branch regarding periodic service.
6381,2101,2833,213,Ammapet,2026-01-07,Complaint,Exhaust Heating,Low,13,Exhaust section becoming unusually hot during rides.
6382,2101,2833,210,Ammapet,2026-04-26,Complaint,Gear Shift Problem,Low,13,Gear transition not smooth.
6383,2101,2833,211,Ammapet,2026-05-15,Complaint,Brake Failure,High,17,Brake functionality requires inspection.
6384,2102,2834,102,Singanallur,2024-10-17,Service Inquiry,Periodic Service,Medium,17,Customer contacted branch regarding periodic service.
6385,2102,2834,113,Singanallur,2025-10-07,Complaint,Headlight Failure,Low,3,Customer reports lighting issue.
6386,2102,2834,111,Singanallur,2025-05-31,Complaint,Exhaust Heating,Low,14,Exhaust section becoming unusually hot during rides.
6387,2103,2835,266,Cantonment,2024-10-18,Complaint,Gear Shift Problem,Low,19,Difficulty shifting gears reported.
6388,2103,2836,269,Cantonment,2024-09-04,Service Inquiry,Oil Change,Low,22,Customer contacted branch regarding oil change.
6389,2103,2835,266,Cantonment,2024-10-27,Complaint,Chain Noise,Low,11,Chain requires inspection.
6390,2103,2836,267,Cantonment,2026-05-08,Complaint,Oil Leakage,Medium,25,Customer reports oil dripping after parking.
6391,2104,2837,147,Mattuthavani,2025-12-09,Service Inquiry,General Checkup,Medium,23,Customer contacted branch regarding general checkup.
6392,2104,2838,146,Mattuthavani,2025-08-04,Follow Up,Escalation Follow Up,Medium,9,Customer requested update regarding escalation follow up.
6393,2104,2838,151,Mattuthavani,2025-05-20,Complaint,Oil Leakage,Medium,11,Engine oil leakage suspected.
6394,2105,2839,168,Tallakulam,2025-08-14,Complaint,Self Start Problem,Low,2,Self start system requires checking.
6395,2105,2839,175,Tallakulam,2024-09-12,Complaint,Vehicle Not Starting,Low,3,Customer unable to start vehicle.
6396,2105,2839,175,Tallakulam,2024-07-12,Complaint,Brake Noise,Medium,10,Noise heard while applying brakes.
6397,2105,2839,178,Tallakulam,2025-02-03,Service Inquiry,Wheel Alignment,Medium,3,Customer contacted branch regarding wheel alignment.
6398,2106,2840,121,KK Nagar,2025-03-08,Complaint,Brake Noise,Medium,6,Noise heard while applying brakes.
6399,2106,2841,123,KK Nagar,2024-07-14,Complaint,Oil Leakage,Medium,10,Oil leakage observed beneath vehicle.
6400,2106,2841,116,KK Nagar,2026-05-03,Complaint,Engine Overheating,High,13,Vehicle becoming excessively hot after continuous usage.
6401,2107,2842,52,T Nagar,2026-05-15,Complaint,Low Mileage,Low,12,Mileage lower than expected.
6402,2107,2842,46,T Nagar,2025-11-24,Complaint,Tyre Wear,Low,25,Tyre replacement may be required.
6403,2107,2842,44,T Nagar,2026-02-06,Complaint,Battery Issue,Medium,10,Customer reports reduced battery performance.
6404,2107,2842,47,T Nagar,2025-04-23,Follow Up,Previous Complaint Follow Up,Medium,24,Customer requested update regarding previous complaint follow up.
6405,2107,2842,49,T Nagar,2024-12-02,Follow Up,Escalation Follow Up,Medium,22,Customer requested update regarding escalation follow up.
6406,2108,2843,284,KK Nagar Trichy,2025-04-29,General Query,AMC Plan Details,Low,21,Customer requested information regarding amc plan details.
6407,2109,2844,28,Tambaram,2025-09-23,Complaint,Engine Vibration,Low,13,Engine vibration requires inspection.
6408,2109,2844,24,Tambaram,2024-09-11,Complaint,Engine Overheating,High,6,Engine temperature rises significantly in traffic conditions.
6409,2110,2846,222,Suramangalam,2025-05-28,Complaint,Tyre Wear,Low,11,Uneven tyre wear observed.
6410,2110,2845,219,Suramangalam,2025-01-15,Service Inquiry,Brake Inspection,Low,23,Customer contacted branch regarding brake inspection.
6411,2110,2846,220,Suramangalam,2025-04-30,Complaint,Clutch Issue,Low,2,Clutch assembly inspection requested.
6412,2110,2846,223,Suramangalam,2024-10-24,Follow Up,Escalation Follow Up,Medium,6,Customer requested update regarding escalation follow up.
6413,2111,2847,272,Woraiyur,2025-03-21,Complaint,Tyre Wear,Low,8,Uneven tyre wear observed.
6414,2112,2848,27,Tambaram,2026-03-14,General Query,AMC Plan Details,Low,3,Customer requested information regarding amc plan details.
6415,2112,2848,28,Tambaram,2025-10-26,Service Inquiry,Battery Check,Low,3,Customer contacted branch regarding battery check.
6416,2112,2848,30,Tambaram,2025-05-14,Complaint,Clutch Issue,Low,8,Clutch assembly inspection requested.
6417,2113,2849,31,Tambaram,2025-10-19,Complaint,Exhaust Heating,Low,14,Customer reports excessive heat near exhaust area.
6418,2113,2850,31,Tambaram,2025-03-18,General Query,Spare Parts Availability,Low,20,Customer requested information regarding spare parts availability.
6419,2114,2851,61,Gandhipuram,2025-10-02,Service Inquiry,General Checkup,Low,23,Customer contacted branch regarding general checkup.
6420,2114,2851,53,Gandhipuram,2026-03-09,Follow Up,Repair Status Check,Medium,6,Customer requested update regarding repair status check.
6421,2115,2852,25,Tambaram,2026-01-16,Complaint,Battery Issue,Medium,23,Customer reports reduced battery performance.
6422,2115,2852,31,Tambaram,2024-11-30,General Query,Service Center Location,Low,8,Customer requested information regarding service center location.
6423,2115,2852,28,Tambaram,2025-01-11,Service Inquiry,Periodic Service,Low,21,Customer contacted branch regarding periodic service.
6424,2115,2852,28,Tambaram,2025-11-10,Complaint,Exhaust Heating,Low,24,Customer concerned about heat from exhaust assembly.
6425,2116,2853,68,RS Puram,2025-02-15,Complaint,Vehicle Not Starting,Low,9,Starting issue reported.
6426,2116,2853,71,RS Puram,2025-05-20,Complaint,Tyre Wear,Low,23,Tyre replacement may be required.
6427,2116,2853,67,RS Puram,2024-10-05,Service Inquiry,Oil Change,Low,6,Customer contacted branch regarding oil change.
6428,2116,2853,74,RS Puram,2024-09-17,Complaint,Brake Failure,High,21,Braking response reduced unexpectedly.
6429,2117,2854,4,Anna Nagar,2024-08-17,Complaint,Oil Leakage,Medium,20,Customer reports oil dripping after parking.
6430,2117,2854,5,Anna Nagar,2025-03-30,Follow Up,Repair Status Check,Medium,16,Customer requested update regarding repair status check.
6431,2117,2854,8,Anna Nagar,2024-06-07,Complaint,Battery Drain,Low,12,Battery draining overnight.
6432,2118,2856,54,Gandhipuram,2025-06-02,Complaint,Battery Issue,Medium,19,Customer reports reduced battery performance.
6433,2118,2856,57,Gandhipuram,2025-12-22,Service Inquiry,General Checkup,Low,7,Customer contacted branch regarding general checkup.
6434,2118,2856,62,Gandhipuram,2026-01-18,Complaint,Oil Leakage,Medium,17,Engine oil leakage suspected.
6435,2118,2856,53,Gandhipuram,2024-12-21,Complaint,Oil Leakage,Medium,23,Engine oil leakage suspected.
6436,2119,2857,41,Porur,2025-09-30,Complaint,Battery Issue,Medium,9,Battery discharge observed frequently.
6437,2119,2857,34,Porur,2026-05-11,Complaint,Engine Overheating,High,14,Customer reports engine overheating during long rides.
6438,2120,2858,128,KK Nagar,2026-04-04,Service Inquiry,Chain Adjustment,Low,23,Customer contacted branch regarding chain adjustment.
6439,2120,2858,126,KK Nagar,2026-04-01,Service Inquiry,Oil Change,Low,11,Customer contacted branch regarding oil change.
6440,2121,2859,218,Suramangalam,2026-01-02,General Query,Warranty Information,Low,24,Customer requested information regarding warranty information.
6441,2121,2859,219,Suramangalam,2025-07-26,Complaint,Oil Leakage,Medium,19,Oil leakage observed beneath vehicle.
6442,2121,2859,218,Suramangalam,2025-08-06,Follow Up,Previous Complaint Follow Up,Medium,16,Customer requested update regarding previous complaint follow up.
6443,2121,2859,226,Suramangalam,2026-01-08,Complaint,Gear Shift Problem,Low,24,Gear transition not smooth.
6444,2122,2860,67,RS Puram,2024-07-27,General Query,Spare Parts Availability,Low,13,Customer requested information regarding spare parts availability.
6445,2122,2860,68,RS Puram,2026-02-22,General Query,Spare Parts Availability,Low,13,Customer requested information regarding spare parts availability.
6446,2122,2860,73,RS Puram,2025-11-08,Follow Up,Service Status Check,Medium,19,Customer requested update regarding service status check.
6447,2123,2861,31,Tambaram,2026-02-13,Complaint,Vehicle Not Starting,Low,4,Vehicle fails to start intermittently.
6448,2123,2861,25,Tambaram,2024-08-10,Complaint,Gear Shift Problem,Low,12,Customer reports gear shifting concern.
6449,2123,2861,27,Tambaram,2025-08-11,Complaint,Brake Failure,High,8,Brake functionality requires inspection.
6450,2123,2861,27,Tambaram,2026-03-18,Complaint,Brake Failure,High,11,Customer reports brake performance concerns.
6451,2123,2861,23,Tambaram,2026-03-07,Follow Up,Escalation Follow Up,Medium,14,Customer requested update regarding escalation follow up.
6452,2124,2862,174,Tallakulam,2025-01-24,Service Inquiry,Chain Adjustment,Low,10,Customer contacted branch regarding chain adjustment.
6453,2124,2862,171,Tallakulam,2025-01-06,Complaint,Tyre Wear,Low,15,Uneven tyre wear observed.
6454,2125,2863,210,Ammapet,2026-01-23,Follow Up,Previous Complaint Follow Up,Medium,22,Customer requested update regarding previous complaint follow up.
6455,2125,2865,211,Ammapet,2025-10-06,Complaint,Low Mileage,Low,18,Customer dissatisfied with fuel efficiency.
6456,2125,2863,215,Ammapet,2025-12-22,Complaint,Battery Issue,Medium,10,Battery discharge observed frequently.
6457,2125,2864,209,Ammapet,2026-01-20,Complaint,Headlight Failure,Low,12,Headlamp requires inspection.
6458,2125,2864,207,Ammapet,2025-11-07,Complaint,Low Mileage,Low,6,Fuel consumption concern raised.
6459,2126,2867,144,Mattuthavani,2024-08-31,Complaint,Oil Leakage,Medium,20,Oil leakage observed beneath vehicle.
6460,2126,2867,146,Mattuthavani,2024-08-24,Complaint,Engine Overheating,High,23,Customer reports engine overheating during long rides.
6461,2126,2867,143,Mattuthavani,2024-06-22,Complaint,Oil Leakage,Medium,14,Oil leakage observed beneath vehicle.
6462,2126,2866,143,Mattuthavani,2025-04-15,Complaint,Fuel Leakage,High,20,Fuel dripping observed near fuel line.
6463,2126,2867,152,Mattuthavani,2025-10-29,General Query,Roadside Assistance,Low,11,Customer requested information regarding roadside assistance.
6464,2127,2868,175,Tallakulam,2025-10-02,Complaint,Oil Leakage,Medium,14,Engine oil leakage suspected.
6465,2128,2869,220,Suramangalam,2024-10-21,Follow Up,Service Status Check,Medium,24,Customer requested update regarding service status check.
6466,2128,2869,225,Suramangalam,2026-05-19,Complaint,Clutch Issue,Low,16,Customer reports clutch operation issue.
6467,2128,2869,220,Suramangalam,2025-02-21,Follow Up,Service Status Check,Medium,10,Customer requested update regarding service status check.
6468,2128,2869,226,Suramangalam,2025-11-14,Complaint,Battery Issue,Medium,15,Battery discharge observed frequently.
6469,2129,2870,40,Porur,2025-03-21,Service Inquiry,Oil Change,Medium,10,Customer contacted branch regarding oil change.
6470,2129,2870,40,Porur,2024-06-12,Complaint,Brake Noise,Medium,13,Customer reports unusual brake sound.
6471,2130,2871,123,KK Nagar,2024-09-30,Complaint,Tyre Wear,Low,8,Uneven tyre wear observed.
6472,2130,2871,128,KK Nagar,2025-05-10,Service Inquiry,Periodic Service,Medium,7,Customer contacted branch regarding periodic service.
6473,2131,2872,129,Anna Nagar Madurai,2025-11-09,Complaint,Brake Failure,High,13,Braking response reduced unexpectedly.
6474,2131,2872,140,Anna Nagar Madurai,2026-02-09,Service Inquiry,Wheel Alignment,Low,11,Customer contacted branch regarding wheel alignment.
6475,2131,2872,132,Anna Nagar Madurai,2026-01-23,Complaint,Oil Leakage,Medium,25,Engine oil leakage suspected.
6476,2132,2873,176,Tallakulam,2025-12-04,Service Inquiry,Engine Inspection,Low,19,Customer contacted branch regarding engine inspection.
6477,2133,2874,250,Thillai Nagar,2026-01-28,Complaint,Engine Vibration,Low,21,Engine vibration requires inspection.
6478,2133,2874,255,Thillai Nagar,2025-11-06,Complaint,Fuel Leakage,High,19,Possible fuel system leakage reported.
6479,2134,2875,204,Hasthampatti,2026-04-10,Complaint,Gear Shift Problem,Low,7,Difficulty shifting gears reported.
6480,2135,2876,276,Woraiyur,2026-02-21,Complaint,Engine Overheating,High,16,Vehicle becoming excessively hot after continuous usage.
6481,2135,2876,273,Woraiyur,2025-11-04,Service Inquiry,Wheel Alignment,Medium,2,Customer contacted branch regarding wheel alignment.
6482,2136,2877,36,Porur,2025-08-10,General Query,Service Cost Inquiry,Low,24,Customer requested information regarding service cost inquiry.
6483,2136,2877,39,Porur,2025-11-28,Complaint,Engine Overheating,High,3,Vehicle becoming excessively hot after continuous usage.
6484,2136,2877,41,Porur,2025-01-04,Complaint,Oil Leakage,Medium,9,Engine oil leakage suspected.
6485,2137,2878,284,KK Nagar Trichy,2024-06-23,Service Inquiry,Engine Inspection,Medium,15,Customer contacted branch regarding engine inspection.
6486,2137,2878,280,KK Nagar Trichy,2025-01-18,Follow Up,Escalation Follow Up,Medium,24,Customer requested update regarding escalation follow up.
6487,2137,2878,288,KK Nagar Trichy,2026-03-23,Complaint,Brake Noise,Medium,23,Customer reports unusual brake sound.
6488,2137,2878,287,KK Nagar Trichy,2026-01-05,Complaint,Tyre Wear,Low,21,Uneven tyre wear observed.
6489,2138,2879,62,Gandhipuram,2025-02-11,Service Inquiry,General Checkup,Medium,20,Customer contacted branch regarding general checkup.
6490,2138,2879,66,Gandhipuram,2025-08-25,Complaint,Self Start Problem,Low,12,Customer reports difficulty starting vehicle.
6491,2138,2879,55,Gandhipuram,2025-03-17,General Query,AMC Plan Details,Low,17,Customer requested information regarding amc plan details.
6492,2139,2880,118,KK Nagar,2026-01-25,Service Inquiry,Wheel Alignment,Low,9,Customer contacted branch regarding wheel alignment.
6493,2139,2880,123,KK Nagar,2026-01-21,General Query,Service Center Location,Low,3,Customer requested information regarding service center location.
6494,2139,2880,123,KK Nagar,2026-01-12,Follow Up,Repair Status Check,Medium,21,Customer requested update regarding repair status check.
6495,2139,2880,127,KK Nagar,2025-07-12,Complaint,Oil Leakage,Medium,18,Engine oil leakage suspected.
6496,2140,2882,273,Woraiyur,2025-11-25,Complaint,Engine Overheating,High,18,Engine temperature rises significantly in traffic conditions.
6497,2141,2884,289,KK Nagar Trichy,2026-01-23,Service Inquiry,Battery Check,Low,5,Customer contacted branch regarding battery check.
6498,2142,2885,264,Cantonment,2024-12-09,Service Inquiry,General Checkup,Low,17,Customer contacted branch regarding general checkup.
6499,2142,2885,257,Cantonment,2024-12-24,Complaint,Chain Noise,Low,7,Chain noise reported during riding.
6500,2142,2885,259,Cantonment,2025-06-28,Complaint,Clutch Issue,Low,5,Clutch response not smooth.
6501,2143,2888,212,Ammapet,2024-08-09,Complaint,Brake Noise,Medium,4,Brake squeaking sound observed during usage.
6502,2144,2889,211,Ammapet,2025-07-15,Complaint,Low Mileage,Low,10,Customer dissatisfied with fuel efficiency.
6503,2144,2890,208,Ammapet,2026-02-24,Complaint,Wheel Alignment Issue,Low,14,Vehicle pulling to one side.
6504,2144,2889,215,Ammapet,2024-06-07,General Query,Warranty Information,Low,15,Customer requested information regarding warranty information.
6505,2145,2892,39,Porur,2024-12-12,Complaint,Engine Overheating,High,23,Vehicle becoming excessively hot after continuous usage.
6506,2145,2891,38,Porur,2025-09-30,Complaint,Tyre Wear,Low,14,Uneven tyre wear observed.
6507,2145,2892,33,Porur,2025-06-18,Complaint,Tyre Wear,Low,22,Uneven tyre wear observed.
6508,2146,2894,76,Peelamedu,2025-10-17,Service Inquiry,General Checkup,Low,23,Customer contacted branch regarding general checkup.
6509,2146,2893,85,Peelamedu,2024-07-07,Complaint,Clutch Issue,Low,12,Customer reports clutch operation issue.
6510,2146,2894,78,Peelamedu,2025-09-13,General Query,Service Center Location,Low,9,Customer requested information regarding service center location.
6511,2146,2893,75,Peelamedu,2025-03-18,Service Inquiry,Periodic Service,Low,10,Customer contacted branch regarding periodic service.
6512,2146,2893,85,Peelamedu,2024-08-09,Service Inquiry,Oil Change,Low,9,Customer contacted branch regarding oil change.
6513,2147,2895,138,Anna Nagar Madurai,2026-02-26,Complaint,Tyre Wear,Low,22,Customer concerned about tyre condition.
6514,2147,2895,141,Anna Nagar Madurai,2024-07-02,Complaint,Engine Overheating,High,24,Vehicle becoming excessively hot after continuous usage.
6515,2147,2895,131,Anna Nagar Madurai,2026-05-22,Complaint,Battery Drain,Low,14,Customer reports frequent battery discharge.
6516,2147,2895,129,Anna Nagar Madurai,2024-07-08,Service Inquiry,Oil Change,Low,15,Customer contacted branch regarding oil change.
6517,2147,2895,130,Anna Nagar Madurai,2025-06-17,Service Inquiry,General Checkup,Medium,16,Customer contacted branch regarding general checkup.
6518,2148,2896,166,Tallakulam,2025-07-29,General Query,Spare Parts Availability,Low,4,Customer requested information regarding spare parts availability.
6519,2148,2896,175,Tallakulam,2025-05-09,Complaint,Low Mileage,Low,14,Fuel consumption concern raised.
6520,2149,2897,234,Omalur,2025-06-27,Complaint,Oil Leakage,Medium,10,Customer reports oil dripping after parking.
6521,2150,2898,274,Woraiyur,2025-06-17,Complaint,Battery Drain,Low,9,Battery draining overnight.
6522,2150,2898,274,Woraiyur,2025-10-03,Follow Up,Service Status Check,Medium,17,Customer requested update regarding service status check.
6523,2151,2899,282,KK Nagar Trichy,2024-09-19,Follow Up,Previous Complaint Follow Up,Medium,20,Customer requested update regarding previous complaint follow up.
6524,2151,2899,285,KK Nagar Trichy,2024-06-27,Complaint,Low Mileage,Low,24,Mileage lower than expected.
6525,2151,2899,283,KK Nagar Trichy,2025-10-24,Complaint,Oil Leakage,Medium,14,Engine oil leakage suspected.
6526,2151,2899,290,KK Nagar Trichy,2025-08-23,General Query,Service Center Location,Low,4,Customer requested information regarding service center location.
6527,2152,2901,57,Gandhipuram,2024-10-02,Complaint,Oil Leakage,Medium,13,Customer reports oil dripping after parking.
6528,2153,2902,169,Tallakulam,2026-03-29,Complaint,Wheel Alignment Issue,Low,19,Wheel alignment inspection requested.
6529,2153,2902,175,Tallakulam,2025-03-16,Complaint,Brake Noise,Medium,19,Noise heard while applying brakes.
6530,2154,2903,109,Singanallur,2025-07-28,Complaint,Brake Failure,High,14,Customer reports brake performance concerns.
6531,2154,2903,104,Singanallur,2024-10-16,Complaint,Tyre Wear,Low,3,Tyre replacement may be required.
6532,2154,2903,104,Singanallur,2024-07-02,General Query,Warranty Information,Low,13,Customer requested information regarding warranty information.
6533,2154,2903,114,Singanallur,2025-10-06,Complaint,Suspension Noise,Low,17,Suspension producing noise on rough roads.
6534,2154,2903,111,Singanallur,2025-02-11,Follow Up,Service Status Check,Medium,7,Customer requested update regarding service status check.
6535,2155,2904,151,Mattuthavani,2025-10-19,Complaint,Exhaust Heating,Low,10,Customer reports excessive heat near exhaust area.
6536,2155,2904,146,Mattuthavani,2025-04-21,Complaint,Battery Drain,Low,12,Customer reports frequent battery discharge.
6537,2155,2904,151,Mattuthavani,2025-08-12,Complaint,Engine Vibration,Low,5,Excessive engine vibration observed.
6538,2155,2904,149,Mattuthavani,2025-11-02,Service Inquiry,Engine Inspection,Low,18,Customer contacted branch regarding engine inspection.
6539,2156,2906,245,Srirangam,2024-08-01,Service Inquiry,Periodic Service,Medium,15,Customer contacted branch regarding periodic service.
6540,2156,2906,243,Srirangam,2025-10-14,Service Inquiry,Chain Adjustment,Medium,18,Customer contacted branch regarding chain adjustment.
6541,2156,2906,243,Srirangam,2026-02-09,Follow Up,Escalation Follow Up,Medium,15,Customer requested update regarding escalation follow up.
6542,2156,2905,243,Srirangam,2024-10-07,Service Inquiry,Engine Inspection,Low,24,Customer contacted branch regarding engine inspection.
6543,2156,2905,241,Srirangam,2025-12-02,Complaint,Battery Drain,Low,3,Battery draining overnight.
6544,2157,2908,275,Woraiyur,2025-02-01,Service Inquiry,Brake Inspection,Medium,13,Customer contacted branch regarding brake inspection.
6545,2157,2908,276,Woraiyur,2025-10-03,Complaint,Engine Vibration,Low,25,Excessive engine vibration observed.
6546,2157,2907,279,Woraiyur,2026-02-27,Follow Up,Escalation Follow Up,Medium,18,Customer requested update regarding escalation follow up.
6547,2157,2907,278,Woraiyur,2026-02-04,Complaint,Low Mileage,Low,17,Mileage lower than expected.
6548,2157,2907,275,Woraiyur,2025-02-25,Complaint,Wheel Alignment Issue,Low,3,Customer reports alignment concern.
6549,2158,2909,172,Tallakulam,2024-08-11,General Query,Roadside Assistance,Low,6,Customer requested information regarding roadside assistance.
6550,2158,2909,173,Tallakulam,2026-02-23,Service Inquiry,Periodic Service,Low,22,Customer contacted branch regarding periodic service.
6551,2158,2909,169,Tallakulam,2025-06-04,Service Inquiry,Wheel Alignment,Medium,25,Customer contacted branch regarding wheel alignment.
6552,2158,2909,173,Tallakulam,2024-07-23,Follow Up,Escalation Follow Up,Medium,9,Customer requested update regarding escalation follow up.
6553,2158,2909,166,Tallakulam,2025-01-05,Service Inquiry,Chain Adjustment,Medium,13,Customer contacted branch regarding chain adjustment.
6554,2159,2910,258,Cantonment,2025-03-31,Complaint,Oil Leakage,Medium,19,Engine oil leakage suspected.
6555,2159,2910,259,Cantonment,2025-08-25,Complaint,Tyre Wear,Low,24,Customer concerned about tyre condition.
6556,2159,2910,261,Cantonment,2026-03-13,Complaint,Engine Overheating,High,8,Vehicle becoming excessively hot after continuous usage.
6557,2160,2911,236,Omalur,2025-01-25,Service Inquiry,Engine Inspection,Low,18,Customer contacted branch regarding engine inspection.
6558,2160,2911,227,Omalur,2025-07-16,Complaint,Battery Issue,Medium,20,Battery not retaining charge properly.
6559,2161,2912,231,Omalur,2026-03-15,General Query,AMC Plan Details,Low,13,Customer requested information regarding amc plan details.
6560,2162,2914,151,Mattuthavani,2024-12-14,Complaint,Brake Failure,High,23,Brake functionality requires inspection.
6561,2163,2915,239,Srirangam,2025-03-08,General Query,Roadside Assistance,Low,4,Customer requested information regarding roadside assistance.
